HARGA RUMAH,LT,LB,JKT,JKM,GRS,KOTA
0.0904355491445286,0.1622340425531915,0.0714715920497892,0.11538461538461539,0.07692307692307693,0,0
0.11047000841447291,0.1592789598108747,0.06645251957438265,0.15384615384615385,0.19230769230769232,0,0
0.07440798172857316,0.11849881796690306,0.07649066452519575,0.11538461538461539,0.11538461538461539,0,0
0.017109428216532437,0.07062647754137115,0.03633808472194339,0.11538461538461539,0.07692307692307693,0,0
0.01791080658733021,0.03383569739952719,0.026299939771130296,0.15384615384615385,0.11538461538461539,0,0
0.11047000841447291,0.19473995271867614,0.053904838385866294,0.11538461538461539,0.15384615384615385,0,0
0.03834595504267341,0.06471631205673758,0.026299939771130296,0.11538461538461539,0.11538461538461539,0,0
0.028729414593100133,0.037825059101654845,0.03131901224653684,0.11538461538461539,0.11538461538461539,0,0
0.01931321873622631,0.07225177304964539,0.026299939771130296,0.07692307692307693,0.038461538461538464,0,0
0.0009616540449573269,0.0070921985815602835,0.0031118249347520583,0.07692307692307693,0.038461538461538464,1,0
0.000200344592699443,0.006501182033096927,0.000401525798032524,0.038461538461538464,0.0,1,0
0.041150779340465606,0.06309101654846334,0.046376229672756474,0.19230769230769232,0.2307692307692308,0,0
0.015105982289538005,0.012854609929078014,0.015057217426219634,0.038461538461538464,0.07692307692307693,0,0
0.03233561726169011,0.044030732860520096,0.02128086729572375,0.11538461538461539,0.11538461538461539,0,0
0.026325279480706818,0.05348699763593381,0.03633808472194339,0.11538461538461539,0.11538461538461539,0,0
0.07841487358256202,0.06501182033096926,0.06093153985143546,0.15384615384615385,0.19230769230769232,0,0
0.036342509115678975,0.02807328605200945,0.026299939771130296,0.11538461538461539,0.11538461538461539,0,0
0.05196938734623553,0.04728132387706856,0.041357157197349934,0.15384615384615385,0.11538461538461539,0,0
0.042352846896662265,0.057328605200945626,0.06645251957438265,0.11538461538461539,0.11538461538461539,0,0
0.021517009255920184,0.018026004728132386,0.02479421802850833,0.11538461538461539,0.07692307692307693,0,0
0.13851825139239493,0.1422872340425532,0.03633808472194339,0.11538461538461539,0.07692307692307693,0,0
0.05437352245862885,0.11199763593380614,0.046376229672756474,0.07692307692307693,0.11538461538461539,0,0
0.018311495772729097,0.02881205673758865,0.041357157197349934,0.11538461538461539,0.11538461538461539,0,0
0.15855271066233925,0.2183806146572104,0.06645251957438265,0.11538461538461539,0.11538461538461539,0,0
0.027327002444204034,0.027777777777777776,0.026299939771130296,0.11538461538461539,0.07692307692307693,0,0
0.019112874143526866,0.013002364066193853,0.016261794820317206,0.07692307692307693,0.07692307692307693,0,0
0.09844933285250632,0.10904255319148935,0.06143344709897611,0.11538461538461539,0.11538461538461539,0,0
0.02103618223344152,0.019060283687943262,0.020778960048183095,0.07692307692307693,0.07692307692307693,0,0
0.04034940096966783,0.029255319148936167,0.03131901224653684,0.11538461538461539,0.07692307692307693,0,0
0.02652562407340626,0.015661938534278958,0.02780566151375226,0.07692307692307693,0.07692307692307693,0,0
0.0355411307448812,0.03147163120567376,0.02328849628588637,0.07692307692307693,0.07692307692307693,1,0
0.024321833553712386,0.011524822695035462,0.02128086729572375,0.11538461538461539,0.07692307692307693,0,0
0.2707456825740273,0.06619385342789598,0.09656695442682192,0.15384615384615385,0.15384615384615385,0,0
0.010297712064751373,0.00783096926713948,0.011242722344910661,0.11538461538461539,0.038461538461538464,0,0
0.338862844091838,0.11052009456264775,0.046376229672756474,0.11538461538461539,0.11538461538461539,0,0
0.07641142765556759,0.08687943262411346,0.09656695442682192,0.19230769230769232,0.15384615384615385,0,0
0.08202107625115199,0.10815602836879432,0.046376229672756474,0.11538461538461539,0.11538461538461539,0,0
0.06038386023961214,0.0617612293144208,0.03131901224653684,0.11538461538461539,0.07692307692307693,0,0
0.05437352245862885,0.057328605200945626,0.07649066452519575,0.11538461538461539,0.11538461538461539,0,0
0.1545458188083504,0.14051418439716312,0.10660509937763502,0.11538461538461539,0.07692307692307693,0,0
0.030332171334695675,0.03383569739952719,0.028307568761292916,0.11538461538461539,0.11538461538461539,0,0
0.07841487358256202,0.11199763593380614,0.05641437462356957,0.11538461538461539,0.11538461538461539,0,0
0.06839764394758986,0.13770685579196218,0.05641437462356957,0.11538461538461539,0.07692307692307693,0,0
0.13451135953840607,0.17198581560283688,0.08652880947600884,0.19230769230769232,0.15384615384615385,0,0
0.028328725407701247,0.024231678486997633,0.034330455731780764,0.11538461538461539,0.11538461538461539,0,0
0.07240453580157873,0.04964539007092199,0.046376229672756474,0.11538461538461539,0.15384615384615385,0,0
0.018311495772729097,0.02881205673758865,0.016261794820317206,0.11538461538461539,0.07692307692307693,0,0
0.062387306166606565,0.07579787234042552,0.05641437462356957,0.11538461538461539,0.11538461538461539,0,0
0.050366630604639986,0.04550827423167849,0.046376229672756474,0.07692307692307693,0.07692307692307693,0,0
0.030332171334695675,0.03368794326241135,0.028307568761292916,0.11538461538461539,0.07692307692307693,0,0
0.06839764394758986,0.06722813238770685,0.049387673158000404,0.11538461538461539,0.11538461538461539,0,0
0.04034940096966783,0.0384160756501182,0.041357157197349934,0.11538461538461539,0.11538461538461539,0,0
0.14052169731938938,0.19060283687943264,0.0815097370006023,0.15384615384615385,0.11538461538461539,0,0
0.062387306166606565,0.12381796690307327,0.046376229672756474,0.11538461538461539,0.11538461538461539,0,0
0.04515767119445447,0.03309692671394799,0.031017867898012447,0.11538461538461539,0.07692307692307693,0,0
0.07240453580157873,0.06220449172576833,0.041357157197349934,0.11538461538461539,0.07692307692307693,0,0
0.06839764394758986,0.054225768321513004,0.03633808472194339,0.11538461538461539,0.07692307692307693,0,0
0.024321833553712386,0.04107565011820331,0.041357157197349934,0.11538461538461539,0.07692307692307693,0,0
0.07240453580157873,0.06072695035460993,0.05641437462356957,0.11538461538461539,0.11538461538461539,0,0
0.09844933285250632,0.1425827423167849,0.03633808472194339,0.11538461538461539,0.07692307692307693,0,0
0.0904355491445286,0.1174645390070922,0.046376229672756474,0.19230769230769232,0.11538461538461539,0,0
0.0503265616861001,0.12618203309692672,0.03914876530817105,0.15384615384615385,0.11538461538461539,0,0
0.05838041431261771,0.12780732860520094,0.026299939771130296,0.07692307692307693,0.038461538461538464,0,0
0.050366630604639986,0.05348699763593381,0.03884762095964666,0.15384615384615385,0.11538461538461539,0,0
0.1305044676844172,0.0644208037825059,0.03633808472194339,0.11538461538461539,0.11538461538461539,0,0
0.036342509115678975,0.026300236406619385,0.019775145553101788,0.07692307692307693,0.07692307692307693,0,0
0.02131666466322074,0.018026004728132386,0.02479421802850833,0.11538461538461539,0.11538461538461539,0,0
0.07440798172857316,0.04964539007092199,0.05641437462356957,0.11538461538461539,0.15384615384615385,1,0
0.07440798172857316,0.07801418439716311,0.04436860068259386,0.11538461538461539,0.11538461538461539,0,0
0.0844252113635453,0.13711583924349882,0.026299939771130296,0.15384615384615385,0.11538461538461539,0,0
0.019112874143526866,0.02098108747044917,0.010238907849829351,0.07692307692307693,0.07692307692307693,0,0
0.05437352245862885,0.06471631205673758,0.03633808472194339,0.11538461538461539,0.07692307692307693,0,0
0.21865608847217216,0.2164598108747045,0.11664324432844811,0.19230769230769232,0.11538461538461539,0,0
0.02332011059021517,0.020094562647754135,0.03633808472194339,0.11538461538461539,0.038461538461538464,0,0
